,url,title,author,release_time,content
29,http://m.yicai.com/news/100618985.html,,,,
30,http://toutiao.com/group/6835782291466224131/,多个港口总体规划获批，港口建设是否会成建筑央企新的增长点？,基建通,2020-06-08 09:26:30,"定制您的项目管家，实现项目进度管理的数字化
欢迎拨打基建通客服电话：400-8529696，了解详情
来源：交通运输部、湖北人民政府、江西人民政府、网络资讯、基建通等
作者：槑槑
转载请注明来源与作者，谢谢合作！
最近，多个港口总体规划传来新的动态，获得批复的也有不少。
01黄石港总体规划获批复
6 月 1 日从黄石市交通局获悉，《黄石港总体规划（2035 年）》近日获得交通部和湖北省政府联合批复。港口岸线 15.136km，对比上轮规划的 33.07km 调减港口岸线 17.934km，港口岸线调减比例高达 54.23%。
《规划》确立了黄石港“一核两翼三港区”的总体布局，形成以棋盘洲港区为核心，城区港区、阳新港区为两翼，三大港区分工明确、功能互补、协同发展。
棋盘港区以大宗散货、件杂货、集装箱运输为主，涵盖危险化学品装卸、汽车滚装、水上支持保障等功能，主要为黄石市经济社会发展和腹地对外贸易服务。
城区港区以现有沿江钢铁企业原料及产成品运输为主，保留现状旅游客运和公务码头，部分现状码头功能调整后将重点发展长江旅游客运、亲水休闲等水上服务业。
阳新港区以矿建材料、件杂货、液体散货运输为主，主要为临江矿产资源开发和当地经济发展服务。
02 宜昌港总体规划获批复
5 月 12 日，交通运输部、湖北省人民政府发布关于宜昌港总体规划（2035 年）的批复，港口岸线长度 78.34 千米，含已利用港口岸线 50.2 千米。
宜昌港划分 6 个港区，即主城港区、秭归港区、兴山港区、宜都港区、枝江港区和长阳港区。
主城港区以集装箱、滚装运输、大宗散货、旅游客运为主，主要为三峡翻坝转运、多式联运和宜昌市及周边经济发展服务。
秭归港区以旅游客运、件杂、滚装运输为主，兼顾集装箱和危险品运输，主要为三峡翻坝转运和当地经济发展服务。
宜都港区、枝江港区以大宗散货和危险品运输为主，主要为区域经济发展和后方化工产业园区服务，枝江港区远期承接主城港区转移的部分货运和修造船功能。
兴山港区主要为香溪河的非金属矿石开发外运和旅游客运发展服务。
长阳港区主要为清江旅游客运和当地经济发展服务。
03 宜春港总体规划获批复
5 月 21 日，江西省人民政府发布关于宜春港总体规划的批复，港口岸线 26.76 公里，其中已开发利用 2072.5 米。
宜春港划分为樟树、丰城、袁州、上高、高安、铜鼓 6 个港区。
樟树港区以散、件杂货运输为主，积极发展集装箱运输，主要为樟树市及周边高安市、渝水区等地提供运输服务。
丰城港区以散、件杂货和集装箱运输为主，主要为丰城市及周边高安市、南昌县等地提供运输服务。
袁州、上高、高安、铜鼓港区以旅游客运为主，为地方旅游发展服务。
04 合肥港总体规划获批复
3 月 31 日，交通运输部、安徽省人民政府发布关于合肥港总体规划（2035 年）的批复。规划港口岸线 35.97 千米，已开发利用 8.57 千米。
合肥港划分为南淝河、江淮运河、丰乐河、白石天河、兆西河、裕溪河、环湖 7 个港区。
南淝河港区是以集装箱、散货、件杂货、石油化工品为主的综合性港区，主要为合肥市东部片区发展服务；
江淮运河港区是以集装箱、散货、件杂货、商品汽车滚装为主的综合性港区，主要为合肥市及皖西北等地区发展服务；
兆西河港区以散货、件杂货、石油化工品为主，主要为庐江高新区龙桥板块以及重点乡镇发展服务；
裕溪河港区以散货、件杂货、集装箱运输为主，主要为巢湖市产业园区发展服务；
丰乐河港区、白石天河港区以散货、件杂货运输为主，主要为沿河产业园区和重点乡镇发展服务；
环湖港区以散货和旅游客运服务为主，主要为环巢湖旅游开发和矿产资源开发服务。
5 月 20 日，南通港总体规划(2018-2035 年)通过审查。
5 月 26 日，恩施港总体规划局部调整专项规划通过评审。
6 月 3 日，《襄阳港总体规划（征求意见稿）》专题研讨会召开。
6 月 4 日，肇庆港总体规划环境影响评价项目竞争性磋商公告发布。
......
为什么港口建设迎来新一轮发展热潮？
港口是综合交通运输枢纽，也是经济社会发展的战略资源和重要支撑。
1
港口建设费减免执行期限延长到今年年底
今年两会，政府工作报告指出：加大减税降费力度，港口建设费减免执行期限延长到今年年底，加快海南自由贸易港建设，深入推进京津冀协同发展、粤港澳大湾区建设、长三角一体化发展，加强交通、水利等重大工程建设。
2
加快建设世界一流港口
6 月 2 日，交通运输部副部长刘小明在大型港口企业座谈会上表示，全面落实全国两会部署要求，统筹抓好疫情防控和经济社会发展各项工作，加快建设世界一流港口，为交通强国和经济强国建设当好先行、提供保障。
3
交通运输部印发《内河航运发展纲要》
而 2020 年 6 月 4 日，交通运输部印发《内河航运发展纲要》，提出 2035 年、2050 年建设现代化内河航运体系的相关发展目标。
其中千吨级航道达到 2.5 万公里；主要港口重点港区基本实现铁路进港；内河货物周转量占全社会比重达 9%；重要航段应急到达时间不超过 45 分钟，主要港口（区）应急到达时间不超过 30 分钟；新能源和清洁能源船占比显著提高，船舶污水垃圾等污染物实现应收尽收、达标排放；物联网、人工智能等新一代信息技术在内河航运广泛应用。
随着《内河航运发展纲要》的发布，港口建设市场或将迎来新一轮发展热潮。
相关企业提前布局
一系列举措推动着港口建设加快发展，随着港口基础设施投资呈现智能化、信息化、综合化趋势，不少相关企业提前布局，在智慧绿色港口建设方面更是有了实质性的进展：
5 月 8 日，广州港集团、上海振华重工（集团）、联通广州分公司、华为公司签订智慧港口 5G 联合应用创新合作意向书，共同提出港口 5G 专案建设模式及内容，联合在南沙港区四期工程打造粤港澳大湾区首个全自动化码头和全国 5G 应用示范工程。
5 月 28 日，招商局港口集团股份有限公司与阿里巴巴集团、蚂蚁集团三方在京港深杭四地通过“链签约”新形式签署战略合作框架协议，旨在发挥三方在行业内的资源和技术优势，共同促进港口产业+互联网深度融合，建设“智慧港口开放平台”，打造世界一流智慧港口。
6 月 2 日，山东一流智慧绿色港口建设推进大会在青岛举办，据悉，山东省港口集团获批成为全国首个“智慧港口建设”试点单位。
山东省港口集团目前已建成全球领先的集装箱全自动化码头和自动化堆场，解决永续充电、无人驾驶等世界难题，作业效率提升 30%，缩减人员 50%以上。同时，大力推进信息无纸化、电子化进程，在全国口岸率先打造了关港一体、船岸一体的“智检口岸”新模式。
自 2019 年 8 月成立以来，山东省港口集团全面推进山东港口一体化改革，将青岛港、日照港、烟台港和渤海湾港四大港口集团整合为一。此后，山东省港口集团试图跳出港口窠臼，组建了物流、航运、金控、贸易、科技、港湾建设、产城融合、邮轮文旅、装备制造、海外发展等十个业务板块，分别成立专业化集团。
5 月 20 日，山东港口首个板块集团——山东港口陆海国际物流集团有限公司在济南揭牌。
5 月 28 日，山东省港口集团金控、航运、邮轮文旅三大板块公司在青岛揭牌。
建筑央企何去何从？
在港口建设迎来新一轮发展热潮的情况下，作为业务范围均包含港口及码头建设的中国建筑、中国中铁、中国铁建、中国交建、中国电建、中国能源建设等建筑央企，他们将何去何从呢？
据各大建筑央企 2019 年年报显示：
中国建筑拥有港口与航道施工总承包特级 1 个；
中国交建拥有港口与航道工程施工总承包特级资质 9 项；
中国中铁拥有港航工程施工总承包特级资质 1 项；
而作为中国最大港口建设企业的中国交建，承建了建国以来绝大多数沿海大中型港口码头，具有明显的竞争优势，与其形成实质竞争的对手相对有限。中国交建在国内及全球兴建港口，2019 年新签港口建设项目 231 个，新签合同额达 284.05 亿元，同比增长 4.11%。
6 月 3 日，国务院国资委与湖北省委、省政府共同举办中央企业助力湖北疫后重振发展视频会议。宋海良代表中交集团与湖北省交通投资集团签署了项目合作协议。双方将在公路、桥梁、港口、码头、航道、铁路、隧道、市政等基础设施以及产城开发等业务领域进行重点合作，拟合作业务金额约 120 亿元，涉及项目总投资规模约 800 亿元。
港口建设是否会成为建筑央企新的增长点呢？留言发表你的看法吧~

◆版权声明：我们尊重原创，也注重分享。有部分内容来自互联网，版权归原作者所有，仅供学习参考之用，禁止用于商业用途，如无意中侵犯了哪个媒体、公司 、企业或个人等的知识产权，请联系删除，本公众平台将不承担任何责任。
◆免责声明：本平台对转载、分享的内容、陈述、观点判断保持中立，不对所包含内容的准确性、可靠性或完善性提供任何明示或暗示的保证，仅供读者参考，本公众平台将不承担任何责任。
◆以上声明内容的最终解释权归本公众平台所有，本平台发表的文章将不再一一备注，本声明将适用本平台所有时间分享与转载文章，谢谢您的合作！"
31,http://toutiao.com/group/6857377745970659851/,中国十大港口，国家经济增长的重要体现,寒门烛光,2020-08-05 14:07:55,"港口的定义：港口是位于海、江、河、湖、水库沿岸，具有水陆联运设备以及条件以供船舶安全进出和停泊的运输枢纽，
是水陆交通的集结点和枢纽处，是工农业产品和外贸进出口物资的集散地，也是船舶停泊、装卸货物、上下旅客、补充给养的场所。
在我国，沿海港口建设重点围绕煤炭、集装箱、进口铁矿石、粮食、陆岛滚装、深水出海航道等运输系统进行，特别加强了集装箱运输系统的建设，沿海港口共有中级以上泊位2500多个，其中万吨级泊位650多个;全年完成集装箱吞吐量6150万标准箱，跃居世界第一位。
在众多的港口中，位居我国前十的港口分别是哪些呢？
1、上海港
上海港水域面积3620.2平方公里，其中长江口水域3580平方公里，黄浦江水域33平方公里，港区陆域7.2平方公里，海港港区陆域由长江口南岸港区、杭州湾北岸港区、黄浦江港区、洋山深水港区组成 ，是我国第一大港，也是世界十大港口之一。
2、宁波-舟山港
宁波舟山港由北仑、洋山、六横、衢山、穿山等19个港区组成，共有生产泊位620多座，其中万吨级以上大型泊位近160座，5万吨级以上的大型、特大型深水泊位90多座，是世界十大港口之一。
3、深圳港
深圳港拥有蛇口、赤湾、妈湾、东角头、盐田、福永机场、沙鱼涌、内河8个港区，港口水域面积106平方千米，陆域面积16平方千米 ，是世界十大港口之一。
4、香港港
香港港有15个港区:香港仔、青山(屯门)、长洲、吉澳、流浮山、西贡、沙头角、深井、银矿湾、赤柱(东)、赤柱(西)、大澳、大埔、塔门和维多利亚，是世界十大港口之一。
5、广州港
广州港是由南沙港、黄埔港、番禺港、花都港、新塘港等港区组成 ，拥有各类码头泊位631个，锚地88个，浮筒23个，万吨级以上泊位59个，最大靠泊能力15万吨。
6、天津港
天津港由北疆港区、南疆港区、东疆港区、临港经济区南部区域、南港港区东部区域5个港区组成，港口岸线总长32.7千米，水域面积336平方千米，陆域面积131平方千米，是世界十大港口之一。
7、青岛港
青岛港分大港港区、中港港区、黄岛油港港区和前湾港港区四大部分，港口水域面积420平方千米 ，拥有18座码头、69个泊位，是世界十大港口之一 。
8、秦皇岛港
秦皇岛港拥有12.2千米长的码头岸线，陆域面积11.3平方千米，水域面积226.9平方千米，分为东、西两大港区;运营50个泊位，包括44个万吨级以上泊位。
9、苏州港
苏州港地处中国南北海运大通道和长江黄金水道的交汇处，对外交通十分便捷，已开发利用长江上的港口岸线约60千米，建成各类生产性码头泊位224个，其中万吨级以上泊位106个，形成2.1亿吨的码头年设计吞吐能力。
10、营口港
营口港由营口港区、鲅鱼圈港区共同组成,，曾是我国东北地区唯一通商口岸，以“东方之贸易良港”闻名中外，进入21世纪后，营口港已向深水化、专业化、多功能化的现代港口迈进目前，共有生产泊位29个，万吨级以上深水泊位17个。
喜欢的朋友们欢迎@寒门烛光关注我，精彩内容等你来分享。"
32,http://mp.weixin.qq.com/s?__biz=MjM5MjAyNzg2MA==&mid=2653368039&idx=2&sn=1923c72c55e664062817a16f55afc867,,,,
33,http://toutiao.com/group/6829562451290227208/,20个世界上最美的港口，从美国到意大利、挪威，其中有权游拍摄地,蜂鸟摄影,2020-05-22 15:10:21,"美丽的海港永远充满浪漫和迷人，今天这一系列令人叹为观止的照片，将带您走遍全球，看遍全球最美的15个港口，向下滚动，您几乎可以闻到海洋的空气。（手机上看完全感受不到震撼，建议用电脑看）
克罗地亚杜布罗夫尼克的旧城区港口，是15世纪防御工事的一部分，曾经是该市贸易船队的枢纽。港口最引人注目的功能是圣约翰堡，该堡建于1346年，旨在保护城市免受海盗的袭击。史诗大片《权利游戏》就是在这里取景。想看中世纪的港口，就去这里绝不负所望。
Portloe的童话海港-康沃尔郡最美丽的村庄之一
那不勒斯海湾，普罗奇达岛上玛丽娜·科里塞拉（Marina Corricella）令人难以置信的浪漫彩虹般的港口

看一下位于摩纳哥的203英尺高的岩石，位于蒙特维罗的丰特维耶港（如图）和赫拉克勒港之间
里约热内卢（Rio de Janeiro）令人叹为观止的海岸线，舒格洛夫山（Sugarloaf Mountain）守卫瓜纳巴拉湾（Guanabara Bay），124英尺的装饰艺术基督救世主雕像从科尔科瓦多（Corcovado）山顶凝望
威尼斯整个是联合国教科文组织的遗产地
卑尔根，由七个山丘和港口构成，不仅有美丽的海港，还有可爱的clapperboard房屋和抽屉式博物馆、
日内瓦港口和日内瓦湖是不容错过的景点。
纳闽巴霍是印度尼西亚，东部的一个钓鱼小镇，拥有最迷人的港口，是前往附近的科莫多岛和林卡岛旅行的起点，科莫多巨蜥居住在这里
在安提瓜和巴布达的天堂岛上的英吉利海港和纳尔逊造船厂
加拿大：温哥华港是空前壮观
305英尺高（如果包括基座）的自由女神像朝着巨大的纽约天际线眺望
挪威，罗弗敦群岛港口城市斯沃尔韦尔的壮丽鸟瞰图
黑山亚得里亚海沿岸的科托尔
悉尼海滨地区的最佳方法之一，就是跳上经过歌剧院和悉尼海港大桥的渡轮
香港仔港湾和鸭Lei洲大桥的迷人鸟瞰图
意大利撒丁岛上的罗托通码头
瓦莱塔港，在马耳他。Visitmalta.com正确地宣称它是世界上最壮观的港口之一。
尼斯的港口，实际名称是林普亚港。是超级游艇发现和凝视美丽的18世纪建筑物的好地方

斯德哥尔摩美丽的老城区和海滨地区的迷人景色，看了这么多的港口城市，你最想去的是那个一个呢？"
34,https://3w.huanqiu.com/a/c36dc8/3xSEeU9VnFd?agt=20,,,,
35,http://m.yicai.com/news/100738983.html,,,,
36,http://toutiao.com/group/6688579356651946510/,世界主要港口分布图，有没有你向往的远方,章鱼杂谈,2019-05-08 17:03:56,"（部分港口）
现在是全球化时代，世界贸易，网络组织让我们密不可分，在这个背景下港口商贸显得尤为重要，跟着章鱼一起去看看世界范围内著名的港口吧！
多集中于本州岛的东海岸，面临浩浩荡荡的太平洋
这里被称为黄金水道，世界上大部分货物都会从这里经过
非洲的港口多集中在东海岸
中东地区的港口，主要是石油进出口使用
欧洲经济发达，人民生活水平高，优良港口多位于北方西欧地区
美国西海岸的港口，给第一经济强州加利福尼亚奠定了坚实基础
欢迎大家关注我的头条号，和我一起看地图，观世界！"
37,http://ex.chinadaily.com.cn/exchange/partners/77/rss/channel/cn/columns/32tlvc/stories/WS5dccf621a31099ab995ebeda.html,,,,
38,https://m.gmw.cn/toutiao/2020-04/15/content_1301149116.htm,,,,
39,http://toutiao.com/group/6652641102694187523/,广东省的十大港口一览,栀子随风城市百科,2019-01-31 20:45:09,"1、广州港
广州港是华南最大综合性枢纽港。广州从3世纪30年代起成为海上丝绸之路的主港，唐宋时期成为中国第一大港，是世界著名的东方大港。明清两代，广州成为中国唯一的对外贸易大港，是世界海上交通史上唯一2000多年长盛不衰的大港，可以称为“历久不衰的海上丝绸之路东方发祥地”。2016年，广州港完成货物吞吐量5.44亿吨，同比增长4.5%，居华南第一位，国内沿海港口第四位，全球港口第六位；完成集装箱吞吐量1886万标准箱，同比增长7.0%。
2、深圳港
深圳港位于广东省珠江三角洲南部，珠江入海口伶仃洋东岸，毗邻香港。世界上港口比较知名闻名，全市260公里的海岸线被九龙半岛分割为东西两大部分。西部港区位于珠江入海口伶仃洋东岸，水深港阔，天然屏障良好，南距香港20海里，北至广州60海里，经珠江水系可与珠江三角洲水网地区各市、县相连，经香港暗士顿水道可达国内沿海及世界各地港口。东部港区位于大鹏湾内，湾内水深12至14米，海面开阔，风平浪静，是华南地区优良的天然港湾。2016年深圳港货物吞吐量达21409.87万吨。
3、湛江港
湛江港前身为“广州湾”（也是湛江旧称，湛江曾沦为法国殖民地）位于中国大陆最南端的广东省雷州半岛（湛江市），东临南海，南望海南岛，西靠北部湾，北倚大西南。湛江港素以天然深水良港著称，是中国大陆通往东南亚、非洲、欧洲和大洋洲航程最短的港口，是中国大西南和华南地区货物的出海主通道，是全国20个沿海主要枢纽港之一，现已与世界100多个国家和地区通航。2016年湛江港港口完成货物吞吐量25633.38万吨。
4、珠海港
珠海位于广东省南部，珠江口右岸，珠江八大出海口的五门 ( 金星门、磨刀门、鸡啼门、虎跳门和崖门 ) 汇流入海处。珠海南与澳门陆地相连，东与深圳、香港隔海相望，西隔虎跳门、崖门与台山新会相望，北与中山接壤。全市 7660 平方公里，其中海域面积 6030 平方公里，拥有 146 个海岛，陆域面积 1630 平方公里。海岸线总长 691 公里 ，距离大西国际水道仅1海里，通过西江可实现江海联运。2016年珠海港港口货物吞吐量达11778.13万吨。
5、东莞港
东莞港是在1997年，国务院批准东莞沙田港与太平港合并，建设国家一类口岸，定名为虎门巷。2003年虎门港管理委员会正式成立，全面统筹开发虎门港，虎门港划分为麻涌、沙田、沙角、长安和内河等五大港区，这一时期开始虎门港等同于东莞港，虎门港就是东莞港。为了促进港城协调发展，2016年03月12日交通部同意将虎门港更名为“东莞港”，虎门港区为东莞港其中一个港区。2017年上半年东莞港货物吞吐量达7474.5万吨。
6、佛山港
佛山港位于广东省中南部，珠江三角洲腹地，东倚广州，西接肇庆，南连珠海，北通清远，毗邻港澳，地理位置十分优越。佛山毗邻广州，从而使佛山能充分接受广州的辐射和带动，与广州共享交通网络资源、金融资本资源、人才资源和信息资源，实现产业联动和功能互补，加快区域经济一体化和城市化进程，构建“广佛都市圈”。截止2017年11月份，佛山港货物吞吐量达7277万吨，外贸货物吞吐量达2502万吨，集装箱吞吐量达357.36万TEU。
7、江门港
江门港运口岸历史最悠久的客运口岸，现位于西江河段江门外海大桥下游1.5公里处，江门市江海区金瓯路1号，1997年6月13日建成投入使用，并由江门北街迁址于此。口岸范围占地面积8万平方米，建有码头长度133米，泊位3个；查验综合大楼建筑面积4万平方米，内有大堂、出入境检查厅、候船室、免税商场、票务窗口、办公用房、物业管理、游艇会、照明会等；港口广场及绿化面积6.5万平方米，地下停车库建筑面积8551平方米。2016年江门港货物吞吐量达7923.04万吨。
8、中山港
中山港位于广东省中山市，全称为：中山港国际货柜码头。中山港地处珠江三角洲中心偏南，毗邻深圳、香港（距离香港为55海里，距离澳门为38海里，距离深圳盐田为110海里，距离蛇口为45海里），横门出海航道水深6米，航道宽120米（按双向通航3000吨海轮航道设计），水陆交通便利，区位优势明显，腹地纵深广阔，货物可在当天报关出口，确保运输的时效性，是珠江三角洲最快捷的货物进出口通道之一。2015年中山港货物吞吐量达6833万吨。
9、汕头港
汕头港是中国华南地区对外贸易的重要口岸，是沿海25个国家级主要港口之一，是广东省东翼唯一的主要港口。汕头港历史悠久。潮汕地区早在秦代以前就出现了航海活动，明朝开始汕头就成为“互市之地”。汕头港是中国最早对外开放的港口城市之一，于1860年开埠，是一个150年历史的老港。汕头港至今已与世界57个国家和地区的268个港口有货物往来。现有7个港区，500吨级以上泊位86个，其中万吨级深水泊位18个。2016年汕头港全年货物吞吐量达4985.02万吨。
10、茂名港
茂名港位于广东省茂名市境内，是国家一类对外开放口岸，地处我国南部沿海、广东省西部，地理位置极其优越，是广湛水陆交通线的中心点，东接珠三角，西临北部湾，南濒南海，面向东南亚，北靠广阔的大西南、中南地区，是粤西地区的中心枢纽。现辖水东港区、博贺新港区、吉达港区三个港区，是广东省区域性重要港口，国家沿海港口布局规划的珠三角地区港口群中进口石油、天然气接卸中转储运系统的主要港口，交通部规划的全国沿海港口大型货主码头，也是国家四大进口原油接卸港。2016年货物吞吐量达到2552.28万吨。"
40,http://toutiao.com/group/6845833083346747912/,,,,
41,http://toutiao.com/group/6620243461771624967/,中国十大港口城市,栀子随风城市百科,2018-11-05 13:25:46,"中国十大港口城市定义：以城市所拥有的港口吞吐量，港口级别等为依据
上海
上海港控江襟海，地处长三角水网地带，水路交通十分发达。
上海
宁波
宁波港由北仑港区、镇海港区、宁波港区、大榭港区、穿山港区组成，是一个集内河港、河口港和海港于一体的多功能、综合性的现代化深水大港。
宁波
天津
天津港地处渤海湾西端，是我国华北西北和京津地区的重要水路交通枢纽。
天津
广州
广州港地处我国外向型经济最活跃的珠江三角洲地区中心。
广州
青岛
青岛港是国家特大型港口，由青岛老港区、黄岛油港区、前湾新港区三大港区组成。
青岛
秦皇岛
位于渤海岸的秦皇岛港，是我国北方的一座天然良港。
大连
大连港位居西北太平洋的中枢，是转运远东、南亚、北美、欧洲货物最便捷的港口。
大连
深圳
深圳港位于广东省珠江三角洲南部，珠江入海口伶仃洋东岸，毗邻香港，是华南地区优良的天然港湾。
深圳
舟山
舟山港位于浙江省舟山群岛舟山市，背靠经济发达的长江三角洲，是江浙和长江流域诸省的海上门户。
舟山港
营口
营口港由营口港区、鲅鱼圈港区共同组成。营口港历史悠久，曾是我国东北地区惟一通商口岸，以“东方之贸易良港”闻名中外。
营口港"
42,http://toutiao.com/group/6774156936871936524/,港口建设及其意义,老丁侃地理,2019-12-25 18:41:00,"试题引入：
（2019全国高三专题练习）海河是我国输沙量较大的河流之一。渤海湾内港口众多，其中天津港是规模最大的港口，也是世界上淤泥质海岸最大的深水良港。据此完成1～2题。
1．天津港
①夏季的赤潮可能影响港口作业
②冬季的大风可能导致轮船停航
③冬季的海冰可能影响港口作业
④夏季的台风会导致轮船长时间停航
A．①②③ B．②③④
C．①③④ D．①②④
2．河北省的港口位于天津港的南北两侧，但大多数规模较小，造成该局面的原因是
A．地理位置接近，彼此竞争激烈
B．行政区划限制，缺乏统一规划
C．水运条件不佳，物资进出困难
D．陆路运输不便，货物无法到达港口
答案解析：

1．A 天津港港湾封闭，夏季海水温度高，沿岸工业发达，水体富营养化，容易发生赤潮，冬季受西北季风影响，会导致轮船停航，纬度高，冬季温度低，海冰会影响港口作业，台风主要影响我国南方沿海地区，而天津纬度高，一般不会受到台风的影响。
2．A 天津港发展历史悠久，港口自然条件较好，所以河北省的港口与天津港的位置较近，彼此形成了竞争，影响到河北省港口的发展，规模较小。
背景分析：
港口是具有一定面积的水域和陆域，供船舶出入和停泊、货物和旅客集散的场所（如下图）。港口是各种运输工具衔接和转换的地方，由水路可与海洋、内河沟通；从陆上可与铁路、公路连接。在整个交通体系中占重要地位。港口的区位不仅要受到水域条件（如航行条件、停泊条件）的影响，还要受到陆域条件（如筑港条件、腹地条件）的影响。
天津港（38°59′N、117°42′E）位于海河下游及其入海口处，地处渤海湾西端，背靠雄安新区，辐射东北、华北、西北等内陆腹地，连接东北亚与中西亚，是京津冀的海上门户，是中蒙俄经济走廊东部起点、新亚欧大陆桥重要节点、21世纪海上丝绸之路战略支点。天津港港口岸线总长32.7千米，水域面积336平方千米，陆域面积131平方千米。2018年，天津港货物吞吐量44604万吨，外贸货物吞吐量完成25864万吨。
唐代，天津港形成；清咸丰十年（1860年），天津港对外开埠，成为通商口岸；1952年10月17日，天津港重新开港。
例题：
下图中甲港是中国最大的人工海港，是我国对外贸易的重要口岸。目前，该港吞吐量跃居世界第四位。
（1）图中所示地区河网较密，但多数河流不利航运，说明其自然原因。
（2）分析甲港的区位优势。
答案：
(1)流量小，汛期短，径流季节变化大；有结冰期；含沙量大，泥沙淤塞，河床浅；干流通航里程短；中上游落差大，水流急。
(2)位于渤海湾上的海河入海口；地处平原，便于建港；处于京津城市带和环渤海经济圈的交汇点上；该地区城市稠密，经济腹地广阔；是首都北京和天津市的海上门户。(任答4点即可)
知识结构：
做题巩固：
1．阅读图文资料，完成下列要求。
《京津冀协同发展规划纲要》明确了京、津、冀在协同发展中的战略定位。(如下图文字所示)
为实现天津市“北方国际航运核心区”的定位，天津港将原有的煤炭、石油、矿石运输业务分别转移到周边其他港口（秦皇岛港、黄骅港和唐山港）。这对天津港和周边其他港口分别有何好处？
2．阅读图文资料，完成下列要求。
（1）香港是世界最大的港口之一，简述其形成的区位条件。
2017年7月7日，横跨珠江口两岸的港珠澳大桥主体工程贯通。大桥全长55千米，采用桥隧结合的方式建造，是世界最长、技术水平最高的跨海大桥。
（2）分析港珠澳大桥施工难度大、成本高的原因。
（3）简述港珠澳大桥通车后对周边城市发展的积极影响。
参考答案：
1．天津港：促进港口转型升级（促进港口设备更新；减少港区污染）。
周边其他港口：增加吞吐量（提高经济效益；提升专业化运输功能）。
2．（1）邻近珠江三角洲、东南亚地区，地理位置优越；水域宽阔；水深条件好；港口被岛屿和大陆环抱，避风条件好；腹地广阔、经济较发达，运输需求量大；香港资金、技术力量雄厚；政策支持等。
（2）海域宽阔，桥梁跨度大；桥、隧结合，海底地质（水文）条件复杂；季风气候，夏季多暴雨、多台风活动（气象条件复杂）；海水腐蚀性强，对建筑材料要求高等。
（3）促进城市间交通网络发展，加强联系；促进城市等级提升（城市规模扩大）；城市服务范围扩大；城市服务功能增强；城市空间结构变化等。"
43,https://m.jiemian.com/article/3736560_toutiao.html,,,,
44,https://m.thecover.cn/news_details.html?from=web&id=4968989,,,,
45,https://rev.uar.hubpd.com/static/tpl/contentFrame/toutiao/contentFrame.html?itemId=9989b1da10c29ab9e007943d7b9aa2c2&at=UAR-000405_374,,,,
46,https://m.gmw.cn/toutiao/2020-09/01/content_1301513412.htm,,,,
47,http://ex.chinadaily.com.cn/exchange/partners/77/rss/channel/language/columns/ohe6en/stories/WS5dd1ee00a310cf3e35577edd.html,,,,
48,https://www.guancha.cn/politics/2019_11_13_525014.shtml,,,,
49,http://sd.iqilu.com/share/article/5839045.html,,,,
50,https://m.gmw.cn/toutiao/2020-08/06/content_1301431017.htm,,,,
